Date,VIX,MOVE_PROXY,CREDIT_SPREAD,TREASURY_10Y,CP_CD_SPREAD
2007-01-01,15.490142459033699,82.05919940275754,1.774815584823238,4.505274954569912,17.483570765056164
2007-01-02,13.585207096486446,72.73214853775471,2.394907197413546,4.55206434028453,14.308678494144077
2007-01-03,15.943065614302078,76.97197515152942,2.373842008593029,4.420970891696442,18.23844269050346
2007-01-04,18.569089569224076,75.72067520979543,1.5185252776224218,4.459139818992347,22.61514928204013
2007-01-05,13.297539875829992,86.864586768573,1.5595568963060285,4.245673469056119,13.82923312638332
2007-01-06,13.297589129152458,76.69592014148219,1.4854788626079896,3.9806242739485973,13.829315215254097
2007-01-07,18.737638446522176,83.98550867589826,2.557635107453766,4.557936182370109,22.896064077536955
2007-01-08,16.302304187458727,96.08159398057589,2.026276392879741,4.325339071237554,18.837173645764544
2007-01-09,12.591576842195144,90.10289235614124,1.9843033410725797,4.578814531312257,12.652628070325239
2007-01-10,15.627680130757895,76.48628114505892,2.166641490996395,4.687021108776982,17.712800217929825
2007-01-11,12.609746921562614,77.2284968560908,1.7109788917551312,4.4968630584888025,12.682911535937688
2007-01-12,12.602810739289229,83.64255727645798,1.9459035603559336,4.551919193250666,12.671351232148716
2007-01-13,14.725886814698102,66.65069834389094,1.6449772531671367,4.2053371517819516,16.20981135783017
2007-01-14,9.0,73.1033160399215,2.1816337762081597,4.6603853192152505,5.43359877671101
2007-01-15,9.0,83.94328678498994,1.7145048339734046,4.149849522665696,6.375410837434837
2007-01-16,12.313137412277083,79.00549283083612,2.108256817933626,4.400989613715122,12.188562353795136
2007-01-17,10.961506638996728,95.48109029920273,2.3181830768302634,4.298279838135377,9.93584439832788
2007-01-18,14.942741997785822,75.05245876012489,1.964854346476206,4.50504883717488,16.571236662976368
2007-01-19,11.275927773436367,71.62528811027954,2.247699455162394,4.4756986290637375,10.459879622393945
2007-01-20,9.763088895994127,72.88305929071838,1.6370559344557325,4.190625363615997,7.938481493323542
2007-01-21,18.39694630676466,80.11232429757703,1.6428489151091805,4.378611205292071,22.32824384460777
2007-01-22,13.322671098540393,78.71336251067373,2.065961546309414,4.22123746552881,13.871118497567322
2007-01-23,14.202584614063772,97.84287719065551,1.9361242609627174,4.374460901087709,15.33764102343962
2007-01-24,9.72575544135963,76.80707425179581,1.576550256978443,4.566526430871196,7.8762590689327165
2007-01-25,12.366851826424451,80.43555650691657,1.8551056953373162,4.191726631630685,12.278086377374088
2007-01-26,14.332767769129598,87.07345452156095,2.3605286247146613,4.83405996407432,15.55461294854933
2007-01-27,10.547019267733091,79.13615550925653,1.7882590902494444,4.400090826937737,9.245032112888486
2007-01-28,15.127094055037016,84.44485587401456,2.0075544064155664,4.634625792913212,16.87849009172836
2007-01-29,12.198083930243586,83.15925308760141,1.8826615535588813,4.9496179146363755,11.996806550405974
2007-01-30,13.12491875062017,86.69764018117839,2.057941737055711,4.1691474497901515,13.541531251033616
2007-01-31,12.19488016331181,68.73697463682738,2.104787279583458,4.405120596765345,11.991466938853016
2007-02-01,19.556834553526812,86.46279530907921,2.177356514637652,4.439616951819868,24.261390922544688
2007-02-02,13.959508325786198,78.89373084287192,2.156122960907108,4.313794724582499,14.932513876310331
2007-02-03,10.8268672131323,81.49742868267197,2.2475667167356788,4.722197211938675,9.711445355220498
2007-02-04,16.467634736309567,76.90673491589281,2.1278610521586723,4.462063408310772,19.112724560515943
2007-02-05,10.337469050086934,93.27238983833594,2.058692007745953,4.755681918198685,8.895781750144888
2007-02-06,14.626590785014265,63.62344695125982,1.8457663465345067,4.389184576208719,16.044317975023777
2007-02-07,9.0,91.1945358904494,1.0778933554220704,4.570860547998527,5.201649380601122
2007-02-08,10.015441853304708,74.56794303038247,1.8814522788972337,4.4119447655332085,8.359069755507846
2007-02-09,14.59058370760737,92.23188107676768,1.7613802448113767,4.415110234542389,15.984306179345618
2007-02-10,16.215399739986232,89.76972770602775,1.7890395465010855,4.54561632497029,18.692332899977053
2007-02-11,14.514104843569912,88.11990813426159,1.4787821968885029,4.61580883339147,15.856841405949853
2007-02-12,13.653055152835279,86.6250398587976,2.2252424773961366,4.32916232935987,14.421758588058797
2007-02-13,13.096688913232134,98.13034166568153,1.4408140566639043,4.331731933289506,13.494481522053556
2007-02-14,9.564434028897718,75.24035463893257,2.125553295316216,4.368859177560541,7.607390048162863
2007-02-15,11.840467374815875,75.34984369977268,1.9293998488518787,4.470623459690016,11.400778958026457
2007-02-16,12.618083687120638,74.75284683052907,2.1296321522564448,4.217604899809831,12.696806145201062
2007-02-17,17.171366678656746,87.40119082685499,2.261087579117339,4.44588863508896,20.285611131094576
2007-02-18,15.030854868705385,69.60670924599317,2.602586656072979,4.725860660899349,16.71809144784231
2007-02-19,9.0,88.08933493768609,2.411531272324733,4.231948385684763,6.18479922318633
2007-02-20,14.972251908184385,77.6924785378666,2.3175793659906065,4.450140794348345,16.620419846973974
2007-02-21,12.84475315875105,71.45829547715755,2.4336012692479376,4.852698442509092,13.074588597918417
2007-02-22,11.969233999082125,71.37919281954909,2.014646987132079,4.381608114632164,11.615389998470206
2007-02-23,15.835028866522604,73.6258098958447,2.02709885608716,4.318437663756526,18.05838144420434
2007-02-24,17.092998567487854,68.1116593451169,1.8559229561717308,4.554359923477381,20.154997612479754
2007-02-25,16.793840357348596,84.11303012538845,2.0901988206785465,4.49908766588589,19.656400595580994
2007-02-26,11.482347430332084,86.81432691554456,2.3338939484666836,4.670821387255755,10.803912383886807
2007-02-27,13.072362872446357,87.66938749818743,1.9942054861375345,4.181999023214554,13.453938120743928
2007-02-28,14.993790294210692,74.98812760698414,1.9997577204801638,4.511209797382215,16.65631715701782
2007-03-01,16.926635381367078,82.46344810300428,1.8084409299276643,4.521172513303202,19.877725635611796
2007-03-02,12.56247728646413,80.04164547948443,2.4784050096812624,4.481832484470718,12.60412881077355
2007-03-03,13.443023070008548,85.5322552611402,2.005583896054535,4.357224788794748,14.071705116680914
2007-03-04,10.680995077981915,83.5588972726185,2.1684226010052985,4.540743078780368,9.468325129969859
2007-03-05,10.411380127757987,80.72223625992835,1.9404569534948952,4.740606367484406,9.018966879596647
2007-03-06,16.437577467182592,65.13325680527912,2.138962265614758,4.516862613704679,19.062629111970992
2007-03-07,18.06872008571247,78.66735964864935,1.4542718056505177,4.532786784668419,21.781200142854114
2007-03-08,13.783969635258998,80.88701184109964,2.0398774457632194,4.574750309994639,14.63994939209833
2007-03-09,17.010598693676073,74.44181884791206,1.8148761085858842,4.454618629943959,20.01766448946012
2007-03-10,15.084908075142902,77.84659547248815,2.392453851234188,4.365745119082492,16.80818012523817
2007-03-11,12.064640736184627,69.60619879991376,2.23275131376799,4.5628219758850035,11.774401226974378
2007-03-12,15.084186816525241,77.43115642317929,1.9159488808451683,4.796883622618869,16.80697802754207
2007-03-13,18.614109699397908,84.04694993728371,1.7828186861291744,4.630432831598765,22.690182832329846
2007-03-14,13.892521882670145,96.71247656963172,1.7170069884183645,4.453485326483386,14.820869804450242
2007-03-15,18.693930967442018,71.89832596159778,2.1685058729150883,4.736949237311939,22.82321827907003
2007-03-16,9.0,79.8082074378428,1.7921622075927872,4.684189462403848,5.0
2007-03-17,16.465707513125672,72.30824759969168,2.5105278734829755,4.743300157735314,19.10951252187612
2007-03-18,14.261141204714514,79.25947048826727,1.6844832184792957,4.123347438958564,15.435235341190856
2007-03-19,13.102977948602398,78.21014335093444,1.8016545329610352,4.544258395467309,13.504963247670663
